"C_HLEVEL","C_FULLNAME","C_NAME","C_SYNONYM_CD","C_VISUALATTRIBUTES","C_TOTALNUM","C_BASECODE","C_METADATAXML","C_FACTTABLECOLUMN","C_TABLENAME","C_COLUMNNAME","C_COLUMNDATATYPE","C_OPERATOR","C_DIMCODE","C_COMMENT","C_TOOLTIP","M_APPLIED_PATH","UPDATE_DATE","DOWNLOAD_DATE","IMPORT_DATE","SOURCESYSTEM_CD","VALUETYPE_CD","M_EXCLUSION_CD","C_PATH","C_SYMBOL","PCORI_BASECODE","OMOP_BASECODE"
6,"\PCORI\ENCOUNTER\DRG\01\(03) Diseases of Ear,Nose,Throat\Medical\(187) Dental Extractions and Re~\","Dental Extractions and Restorations","N","LAE",(null),"CMSDRG:187",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(03) Diseases of Ear,Nose,Throat\Medical\(187) Dental Extractions and Re~\",(null),"CMS-DRG \ Diseases of Ear,Nose,Throat \ Medical \ Dental Extractions and Restorations","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(03) Diseases of Ear,Nose,Throat\Medical\","(187) Dental Extractions and Re~","187","187"
6,"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Medical\(015) Transient Ischemic Atta~\","Transient Ischemic Attack and Precerebral Occlusions","N","LAE",(null),"CMSDRG:015",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Medical\(015) Transient Ischemic Atta~\",(null),"CMS-DRG \ Diseases of Nervous System \ Medical \ Transient Ischemic Attack and Precerebral Occlusions","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Medical\","(015) Transient Ischemic Atta~","015","015"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\122xx\","122xx","N","LAE",(null),"LOCATION_CODE:122",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'122'",(null),"\Zip codes\New York","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\","122xx","122","122"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Wisconsin\535xx\","535xx","N","LAE",(null),"LOCATION_CODE:535",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'535'",(null),"\Zip codes\Wisconsin","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Wisconsin\","535xx","535","535"
5,"\PCORI\ENCOUNTER\DRG\01\(03) Diseases of Ear,Nose,Throat\Surgical\","Surgical","N","FAE",(null),(null),(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(03) Diseases of Ear,Nose,Throat\Surgical\","L_!6","CMS-DRG \ Diseases of Ear,Nose,Throat \ Surgical","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(03) Diseases of Ear,Nose,Throat\","Surgical",(null),(null)
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Ohio\436xx\","436xx","N","LAE",(null),"LOCATION_CODE:436",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'436'",(null),"\Zip codes\Ohio","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Ohio\","436xx","436","436"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\908xx\","908xx","N","LAE",(null),"LOCATION_CODE:908",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'908'",(null),"\Zip codes\California","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\","908xx","908","908"
6,"\PCORI\ENCOUNTER\DRG\01\(10) Endocrine, Nutrit, Metab Disorders\Surgical\(615) Adrenal and pituitary proc~\","Adrenal and pituitary procedures without CC/MCC","N","LAE",(null),"CMSDRG:615",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(10) Endocrine, Nutrit, Metab Disorders\Surgical\(615) Adrenal and pituitary proc~\",(null),"CMS-DRG \ Endocrine, Nutrit, Metab Disorders \ Surgical \ Adrenal and pituitary procedures without CC/MCC","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(10) Endocrine, Nutrit, Metab Disorders\Surgical\","(615) Adrenal and pituitary proc~","615","615"
6,"\PCORI\ENCOUNTER\DRG\01\(05) Diseases of Circulatory System\Surgical\(514) Cardiac Defibrillator I~\","Cardiac Defibrillator Implant W Cardiac Cath","N","LAE",(null),"CMSDRG:514",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(05) Diseases of Circulatory System\Surgical\(514) Cardiac Defibrillator I~\",(null),"CMS-DRG \ Diseases of Circulatory System \ Surgical \ Cardiac Defibrillator Implant W Cardiac Cath","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(05) Diseases of Circulatory System\Surgical\","(514) Cardiac Defibrillator I~","514","514"
6,"\PCORI\ENCOUNTER\DRG\01\(05) Diseases of Circulatory System\Surgical\(516) Percutaneous Cardiovasc~\","Percutaneous Cardiovasc Proc W Ami","N","LAE",(null),"CMSDRG:516",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(05) Diseases of Circulatory System\Surgical\(516) Percutaneous Cardiovasc~\",(null),"CMS-DRG \ Diseases of Circulatory System \ Surgical \ Percutaneous Cardiovasc Proc W Ami","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(05) Diseases of Circulatory System\Surgical\","(516) Percutaneous Cardiovasc~","516","516"
6,"\PCORI\ENCOUNTER\DRG\01\(05) Diseases of Circulatory System\Surgical\(517) Perc Cardio Proc W Coro~\","Perc Cardio Proc W Coronary Artery Stent W/O Ami","N","LAE",(null),"CMSDRG:517",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(05) Diseases of Circulatory System\Surgical\(517) Perc Cardio Proc W Coro~\",(null),"CMS-DRG \ Diseases of Circulatory System \ Surgical \ Perc Cardio Proc W Coronary Artery Stent W/O Ami","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(05) Diseases of Circulatory System\Surgical\","(517) Perc Cardio Proc W Coro~","517","517"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\North Carolina\282xx\","282xx","N","LAE",(null),"LOCATION_CODE:282",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'282'",(null),"\Zip codes\North Carolina","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\North Carolina\","282xx","282","282"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\958xx\","958xx","N","LAE",(null),"LOCATION_CODE:958",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'958'",(null),"\Zip codes\California","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\","958xx","958","958"
3,"\PCORI\ENCOUNTER\DISCHARGE_STATUS\OT\","Other","N","LAE",(null),"DISCHARGE_STATUS:OT",(null),"patient_num","VISIT_DIMENSION","DISCHARGE_STATUS","T","IN","'OT'",(null),"Other: A data field is present in the source system, but the source value cannot be mapped to the CDM.","@",[2014/06/02:07:44:16 PM],[2014/06/02:07:44:16 PM],[2014/06/02:07:44:16 PM],"PCORNET_CDM",(null),(null),"\PCORI\ENCOUNTER\DISCHARGE_STATUS\","OT","OT","OT"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Arkansas\716xx\","716xx","N","LAE",(null),"LOCATION_CODE:716",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'716'",(null),"\Zip codes\Arkansas","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Arkansas\","716xx","716","716"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Kansas\676xx\","676xx","N","LAE",(null),"LOCATION_CODE:676",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'676'",(null),"\Zip codes\Kansas","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Kansas\","676xx","676","676"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\New Jersey\071xx\","071xx","N","LAE",(null),"LOCATION_CODE:071",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'071'",(null),"\Zip codes\New Jersey","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\New Jersey\","071xx","071","071"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Oregon\971xx\","971xx","N","LAE",(null),"LOCATION_CODE:971",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'971'",(null),"\Zip codes\Oregon","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Oregon\","971xx","971","971"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Idaho\835xx\","835xx","N","LAE",(null),"LOCATION_CODE:835",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'835'",(null),"\Zip codes\Idaho","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Idaho\","835xx","835","835"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Illinois\616xx\","616xx","N","LAE",(null),"LOCATION_CODE:616",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'616'",(null),"\Zip codes\Illinois","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Illinois\","616xx","616","616"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Oklahoma\747xx\","747xx","N","LAE",(null),"LOCATION_CODE:747",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'747'",(null),"\Zip codes\Oklahoma","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Oklahoma\","747xx","747","747"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Massachusetts\021xx\","021xx","N","LAE",(null),"LOCATION_CODE:021",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'021'",(null),"\Zip codes\Massachusetts","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Massachusetts\","021xx","021","021"
3,"\PCORI\ENCOUNTER\DRG\OT\","Other","N","LAE",(null),"DRG_TYPE:OT",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\OT\",(null),"Other: A data field is present in the source system, but the source value cannot be mapped to the CDM.","@",[2014/06/05:12:00:00 AM],[2014/06/05:12:00:00 AM],[2014/06/05:12:00:00 AM],"PCORNET_CDM",(null),(null),"\PCORI\ENCOUNTER\DRG\","OT","OT","OT"
3,"\PCORI\ENCOUNTER\DRG\UN\","Unknown","N","LAE",(null),"DRG_TYPE:UN",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\UN\",(null),"Unknown: A data field is present in the source system, but the source value explicitly denotes an unknown value.","@",[2014/06/05:12:00:00 AM],[2014/06/05:12:00:00 AM],[2014/06/05:12:00:00 AM],"PCORNET_CDM",(null),(null),"\PCORI\ENCOUNTER\DRG\","UN","UN","UN"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\639xx\","639xx","N","LAE",(null),"LOCATION_CODE:639",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'639'",(null),"\Zip codes\Missouri","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\","639xx","639","639"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\South Dakota\577xx\","577xx","N","LAE",(null),"LOCATION_CODE:577",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'577'",(null),"\Zip codes\South Dakota","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\South Dakota\","577xx","577","577"
3,"\PCORI\ENCOUNTER\DISCHARGE_STATUS\UN\","Unknown","N","LAE",(null),"DISCHARGE_STATUS:UN",(null),"patient_num","VISIT_DIMENSION","DISCHARGE_STATUS","T","IN","'UN'",(null),"Unknown: A data field is present in the source system, but the source value explicitly denotes an unknown value.","@",[2014/06/02:07:43:08 PM],[2014/06/02:07:43:08 PM],[2014/06/02:07:43:08 PM],"PCORNET_CDM",(null),(null),"\PCORI\ENCOUNTER\DISCHARGE_STATUS\","UN","UN","UN"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Alabama\358xx\","358xx","N","LAE",(null),"LOCATION_CODE:358",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'358'",(null),"\Zip codes\Alabama","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Alabama\","358xx","358","358"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Michigan\487xx\","487xx","N","LAE",(null),"LOCATION_CODE:487",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'487'",(null),"\Zip codes\Michigan","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Michigan\","487xx","487","487"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\New Mexico\884xx\","884xx","N","LAE",(null),"LOCATION_CODE:884",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'884'",(null),"\Zip codes\New Mexico","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\New Mexico\","884xx","884","884"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Minnesota\557xx\","557xx","N","LAE",(null),"LOCATION_CODE:557",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'557'",(null),"\Zip codes\Minnesota","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Minnesota\","557xx","557","557"
3,"\PCORI\ENCOUNTER\DISCHARGE_STATUS\HH\","Home health","N","LAE",(null),"DISCHARGE_STATUS:HH",(null),"patient_num","VISIT_DIMENSION","DISCHARGE_STATUS","T","IN","'HH'",(null),"Home health","@",[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],"PCORNET_CDM",(null),(null),"\PCORI\ENCOUNTER\DISCHARGE_STATUS\","HH","HH","HH"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Massachusetts\024xx\","024xx","N","LAE",(null),"LOCATION_CODE:024",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'024'",(null),"\Zip codes\Massachusetts","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Massachusetts\","024xx","024","024"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\West Virginia\265xx\","265xx","N","LAE",(null),"LOCATION_CODE:265",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'265'",(null),"\Zip codes\West Virginia","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\West Virginia\","265xx","265","265"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Ohio\455xx\","455xx","N","LAE",(null),"LOCATION_CODE:455",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'455'",(null),"\Zip codes\Ohio","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Ohio\","455xx","455","455"
3,"\PCORI\ENCOUNTER\ENC_TYPE\OT\","Other","N","LAE",(null),"ENCTYPE:OT",(null),"patient_num","VISIT_DIMENSION","inout_cd","T","in","'OT'",(null),"Other: A data field is present in the source system, but the source value cannot be mapped to the CDM.","@",[2014/06/02:07:44:16 PM],[2014/06/02:07:44:16 PM],[2014/06/02:07:44:16 PM],"PCORNET_CDM",(null),(null),"\PCORI\ENCOUNTER\ENC_TYPE\","OT","OT","OT"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Illinois\619xx\","619xx","N","LAE",(null),"LOCATION_CODE:619",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'619'",(null),"\Zip codes\Illinois","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Illinois\","619xx","619","619"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\945xx\","945xx","N","LAE",(null),"LOCATION_CODE:945",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'945'",(null),"\Zip codes\California","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\","945xx","945","945"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Massachusetts\026xx\","026xx","N","LAE",(null),"LOCATION_CODE:026",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'026'",(null),"\Zip codes\Massachusetts","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Massachusetts\","026xx","026","026"
2,"\PCORI\ENCOUNTER\FACILITYID\","Facility ID","N","LIE",(null),"ENCOUNTER:FACILITYID","<?xml version=""1.0"" encoding=""UTF-8""?><ValueMetadata><Version>3.2</Version><CreationDateTime>2014-05-09T15:14:15.619-04:00</CreationDateTime><MaxStringLength/><DataType>String</DataType><Oktousevalues/></ValueMetadata>","patient_num","VISIT_DIMENSION","FACILITYID","T","IN","''","Added scheme to baasecode:FACILITYID","This column must be ETLd for the PopMedNet transform, but for privacy reasons it is not queryable. Arbitrary local facility code that identifies the hospital or clinic. Used for chart abstraction and validation.FACILITYID can be a true identifier, or a pseudoidentifier with a consistent crosswalk to the true identifier retained by the source data partner.","@",[2014/05/09:03:14:20 PM],[2014/05/09:03:14:20 PM],[2014/05/09:03:14:20 PM],"PCORNET_CDM",(null),(null),"\PCORI\ENCOUNTER\","FACILITYID","FACILITYID","FACILITYID"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Ohio\456xx\","456xx","N","LAE",(null),"LOCATION_CODE:456",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'456'",(null),"\Zip codes\Ohio","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Ohio\","456xx","456","456"
6,"\PCORI\ENCOUNTER\DRG\01\(17) Myeloproliferative Diseases\Medical\(411) History of malignancy w~\","History of malignancy w/o endoscopy","N","LAE",(null),"CMSDRG:411",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(17) Myeloproliferative Diseases\Medical\(411) History of malignancy w~\",(null),"CMS-DRG \ Myeloproliferative Diseases \ Medical \ History of malignancy w/o endoscopy","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(17) Myeloproliferative Diseases\Medical\","(411) History of malignancy w~","411","411"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Nevada\895xx\","895xx","N","LAE",(null),"LOCATION_CODE:895",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'895'",(null),"\Zip codes\Nevada","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Nevada\","895xx","895","895"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\903xx\","903xx","N","LAE",(null),"LOCATION_CODE:903",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'903'",(null),"\Zip codes\California","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\","903xx","903","903"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\139xx\","139xx","N","LAE",(null),"LOCATION_CODE:139",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'139'",(null),"\Zip codes\New York","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\","139xx","139","139"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\641xx\","641xx","N","LAE",(null),"LOCATION_CODE:641",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'641'",(null),"\Zip codes\Missouri","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\","641xx","641","641"
